date,risk_free_rate,ig_inception_acc,ig_inception_eur_acc,ig_inception_usd_acc,ig_inception_subordinated_acc,ig_ytd_acc,ig_ytd_eur_acc,ig_ytd_usd_acc,ig_ytd_subordinated_acc,xover_ytd_acc,bm_ig_inception_acc,bm_ig_ytd_acc,bm_xover_inception_acc,ig_inception_daily_returns,ig_inception_eur_daily_returns,ig_inception_usd_daily_returns,ig_inception_subordinated_daily_returns,ig_ytd_daily_returns,ig_ytd_eur_daily_returns,ig_ytd_usd_daily_returns,ig_ytd_subordinated_daily_returns,xover_ytd_daily_returns,bm_ig_inception_daily_returns,bm_ig_ytd_daily_returns,bm_xover_inception_daily_returns,ig_inception_excess_returns,ig_inception_eur_excess_returns,ig_inception_usd_excess_returns,ig_inception_subordinated_excess_returns,ig_ytd_excess_returns,ig_ytd_eur_excess_returns,ig_ytd_usd_excess_returns,ig_ytd_subordinated_excess_returns,xover_ytd_eur_excess_returns,ig_inception_rf_returns,ig_inception_eur_rf_returns,ig_inception_usd_rf_returns,ig_inception_subordinated_rf_returns,ig_ytd_rf_returns,ig_ytd_eur_rf_returns,ig_ytd_usd_rf_returns,ig_ytd_subordinated_rf_returns,xover_ytd_eur_rf_returns,bm_ig_inception_rf_returns,bm_ig_ytd_rf_returns,bm_xover_inception_rf_returns,ig_inception_downsidedev,ig_inception_eur_downsidedev,ig_inception_usd_downsidedev,ig_inception_subordinated_downsidedev,ig_ytd_downsidedev,ig_ytd_eur_downsidedev,ig_ytd_usd_downsidedev,ig_ytd_subordinated_downsidedev,xover_ytd_eur_downsidedev,bm_ig_inception_downsidedev,bm_ig_ytd_downsidedev,bm_xover_inception_downsidedev,ig_inception_excess_returns_acc,ig_inception_eur_excess_returns_acc,ig_inception_usd_excess_returns_acc,ig_inception_subordinated_excess_returns_acc,ig_ytd_excess_returns_acc,ig_ytd_eur_excess_returns_acc,ig_ytd_usd_excess_returns_acc,ig_ytd_subordinated_excess_returns_acc,xover_ytd_eur_excess_returns_acc,ig_inception_sum_mv,ig_inception_eur_mv,ig_inception_usd_mv,ig_inception_subordinated_mv,xover_ytd_mv,ig_inception_absolute_returns,ig_inception_eur_absolute_returns,ig_inception_usd_absolute_returns,ig_inception_subordinated_absolute_returns,xover_ytd_absolute_returns,date_monthly_te,monthly_rolling_te,date_quarterly_te,quarterly_rolling_te,date_6m_te,6m_rolling_te
9/5/2018,0.00060386%,-0.53%,-0.12%,2.40%,-3.10%,1.83%,1.42%,5.21%,-2.67%,,-0.41%,-1.35%,,-0.13%,-0.16%,0.01%,-0.03%,0.00%,0.05%,-0.04%,-0.19%,,-0.16%,0.00%,,0.04%,0.01%,0.18%,0.14%,-0.01%,0.04%,-0.04%,-0.20%,,-0.13%,-0.16%,0.01%,-0.03%,0.00%,0.05%,-0.04%,-0.19%,,-0.17%,0.00%,,-0.13%,-0.16%,0.01%,-0.03%,0.00%,,-0.04%,-0.19%,,-0.16%,,,-0.11%,0.29%,2.81%,-2.69%,2.24%,2.77%,6.56%,-1.32%,," 3,526,118,504 "," 2,779,543,998 "," 111,786,551 "," 634,787,955 ",  ," 818,097 "," 2,122,290 "," 4,212,760 "," (5,516,953)",  ,9/5/2018,0.232%,9/5/2018,0.434%,9/5/2018,0.661%
9/6/2018,0.00069151%,-0.51%,-0.10%,2.09%,-3.04%,1.90%,1.56%,5.22%,-2.79%,,-0.22%,-1.21%,,0.02%,0.03%,-0.31%,0.06%,0.07%,0.14%,0.01%,-0.12%,,0.19%,0.14%,,-0.17%,-0.17%,-0.50%,-0.13%,-0.07%,0.00%,-0.13%,-0.25%,,0.02%,0.03%,-0.31%,0.06%,0.07%,0.14%,0.01%,-0.12%,,0.19%,0.14%,,,,-0.31%,,,,0.01%,-0.12%,,,,,-0.29%,0.12%,2.31%,-2.82%,2.12%,2.78%,6.43%,-1.57%,," 3,522,845,871 "," 2,776,608,268 "," 110,990,509 "," 635,247,095 ",  ," 1,536,574 "," 3,177,669 "," 3,416,718 "," (5,057,813)",  ,9/6/2018,0.216%,9/6/2018,0.462%,9/6/2018,0.682%
9/7/2018,0.00078919%,-0.48%,-0.12%,2.11%,-2.84%,1.89%,1.59%,5.22%,-3.05%,,-0.31%,-1.24%,,0.02%,-0.02%,0.02%,0.20%,-0.01%,0.03%,0.00%,-0.27%,,-0.09%,-0.02%,,0.11%,0.07%,0.11%,0.29%,0.01%,0.05%,0.02%,-0.25%,,0.02%,-0.02%,0.02%,0.20%,-0.01%,0.03%,0.00%,-0.27%,,-0.09%,-0.02%,,,-0.02%,,,-0.01%,,0.00%,-0.27%,,-0.09%,-0.02%,,-0.17%,0.19%,2.42%,-2.53%,2.20%,2.83%,6.45%,-1.82%,," 3,492,390,323 "," 2,757,458,720 "," 98,284,738 "," 636,646,865 ",  ," 2,974,177 "," 2,999,832 "," 3,632,388 "," (3,658,043)",  ,9/7/2018,0.271%,9/7/2018,0.471%,9/7/2018,0.691%
9/10/2018,0.00069347%,-0.42%,-0.11%,2.17%,-2.54%,1.84%,1.43%,5.33%,-3.01%,,-0.31%,-1.43%,,0.06%,0.00%,0.06%,0.31%,-0.05%,-0.16%,0.12%,0.05%,,0.00%,-0.19%,,0.07%,0.01%,0.07%,0.31%,0.15%,0.03%,0.31%,0.24%,,0.06%,0.00%,0.06%,0.31%,-0.05%,-0.16%,0.11%,0.05%,,0.00%,-0.20%,,,0.00%,,,-0.05%,-0.16%,,,,0.00%,-0.19%,,-0.11%,0.20%,2.49%,-2.22%,2.15%,2.86%,6.76%,-1.57%,," 3,477,640,596 "," 2,753,317,554 "," 85,655,673 "," 638,667,369 ",  ," 5,548,710 "," 3,169,128 "," 4,017,121 "," (1,637,539)",  ,9/10/2018,0.289%,9/10/2018,0.475%,9/10/2018,0.684%
9/11/2018,0.00081836%,-0.38%,-0.11%,2.21%,-2.35%,1.89%,1.52%,5.33%,-2.99%,,-0.34%,-1.28%,,0.04%,0.01%,0.04%,0.18%,0.05%,0.09%,0.00%,0.01%,,-0.03%,0.16%,,0.07%,0.04%,0.07%,0.21%,-0.10%,-0.07%,-0.15%,-0.14%,,0.04%,0.01%,0.04%,0.18%,0.05%,0.09%,0.00%,0.01%,,-0.03%,0.16%,,,0.01%,,,,,0.00%,,,-0.03%,,,-0.04%,0.24%,2.56%,-2.01%,2.24%,2.80%,6.61%,-1.72%,," 3,668,648,358 "," 2,943,021,441 "," 85,629,521 "," 639,997,396 ",  ," 7,576,303 "," 3,892,846 "," 3,990,969 "," (307,512)",  ,9/11/2018,0.294%,9/11/2018,0.477%,9/11/2018,0.687%
9/12/2018,0.00087301%,-0.33%,-0.06%,2.28%,-2.32%,2.08%,1.68%,5.51%,-2.66%,,-0.24%,-1.07%,,0.05%,0.05%,0.07%,0.03%,0.18%,0.16%,0.17%,0.34%,,0.10%,0.21%,,-0.05%,-0.05%,-0.04%,-0.07%,-0.02%,-0.04%,-0.03%,0.13%,,0.05%,0.05%,0.06%,0.03%,0.18%,0.16%,0.17%,0.34%,,0.10%,0.21%,,,,,,,,,,,,,,-0.09%,0.19%,2.52%,-2.08%,2.32%,2.75%,6.58%,-1.59%,," 3,637,672,052 "," 2,911,752,667 "," 85,701,402 "," 640,217,983 ",  ," 9,286,215 "," 5,310,290 "," 4,062,850 "," (86,925)",  ,9/12/2018,0.296%,9/12/2018,0.480%,9/12/2018,0.688%
9/13/2018,0.00097653%,-0.28%,-0.03%,2.43%,-2.15%,2.23%,1.86%,5.63%,-2.52%,,-0.21%,-0.88%,,0.05%,0.02%,0.15%,0.17%,0.16%,0.18%,0.12%,0.14%,,0.03%,0.19%,,0.02%,-0.01%,0.11%,0.13%,-0.03%,-0.01%,-0.06%,-0.05%,,0.05%,0.02%,0.15%,0.17%,0.16%,0.18%,0.12%,0.14%,,0.03%,0.19%,,,,,,,,,,,,,,-0.08%,0.17%,2.63%,-1.94%,2.44%,2.75%,6.51%,-1.63%,," 3,594,596,744 "," 2,875,145,490 "," 85,509,173 "," 633,942,081 ",  ," 10,905,041 "," 6,011,802 "," 3,870,621 "," 1,022,618 ",  ,9/13/2018,0.288%,9/13/2018,0.480%,9/13/2018,0.689%
9/14/2018,0.00089589%,-0.26%,-0.05%,2.45%,-1.97%,2.28%,1.85%,5.71%,-2.28%,,-0.23%,-0.86%,,0.02%,-0.01%,0.02%,0.18%,0.05%,-0.01%,0.08%,0.24%,,-0.02%,0.02%,,0.04%,0.00%,0.04%,0.20%,0.02%,-0.04%,0.06%,0.21%,,0.02%,-0.02%,0.02%,0.18%,0.05%,-0.01%,0.08%,0.23%,,-0.02%,0.02%,,,-0.01%,,,,-0.01%,,,,-0.02%,,,-0.03%,0.18%,2.67%,-1.74%,2.51%,2.71%,6.57%,-1.42%,," 3,628,335,756 "," 2,908,140,975 "," 85,046,672 "," 635,148,110 ",  ," 11,278,605 "," 5,641,839 "," 3,408,120 "," 2,228,647 ",  ,9/14/2018,0.287%,9/14/2018,0.481%,9/14/2018,0.690%
9/17/2018,0.00094319%,-0.29%,-0.10%,2.47%,-1.91%,2.48%,2.01%,5.89%,-1.75%,,-0.24%,-0.69%,,-0.03%,-0.05%,0.02%,0.05%,0.20%,0.16%,0.18%,0.52%,,-0.01%,0.17%,,-0.02%,-0.04%,0.03%,0.06%,0.04%,-0.01%,0.01%,0.36%,,-0.03%,-0.05%,0.02%,0.05%,0.20%,0.16%,0.18%,0.52%,,-0.01%,0.17%,,-0.03%,-0.05%,,,,,,,,-0.01%,,,-0.06%,0.14%,2.70%,-1.68%,2.72%,2.70%,6.58%,-1.07%,," 3,540,329,462 "," 2,834,456,850 "," 85,223,740 "," 620,648,873 ",  ," 10,191,868 "," 4,052,184 "," 3,585,188 "," 2,554,496 ",  ,9/17/2018,0.282%,9/17/2018,0.474%,9/17/2018,0.690%
9/18/2018,0.00105130%,-0.36%,-0.17%,2.24%,-1.97%,2.69%,2.15%,6.08%,-1.11%,,-0.26%,-0.50%,,-0.07%,-0.07%,-0.23%,-0.06%,0.21%,0.14%,0.19%,0.64%,,-0.03%,0.19%,,-0.04%,-0.04%,-0.20%,-0.03%,0.02%,-0.05%,-0.01%,0.45%,,-0.07%,-0.07%,-0.23%,-0.06%,0.21%,0.14%,0.19%,0.64%,,-0.03%,0.19%,,-0.07%,-0.07%,-0.23%,-0.06%,,,,,,-0.03%,,,-0.10%,0.10%,2.50%,-1.71%,2.96%,2.65%,6.58%,-0.61%,," 3,460,537,343 "," 2,757,566,648 "," 84,754,207 "," 618,216,488 ",  ," 7,862,874 "," 2,480,474 "," 3,115,655 "," 2,266,746 ",  ,9/18/2018,0.285%,9/18/2018,0.475%,9/18/2018,0.690%
9/19/2018,0.00108713%,-0.35%,-0.15%,2.33%,-1.96%,2.84%,2.39%,6.19%,-1.29%,,-0.24%,-0.27%,,0.02%,0.02%,0.09%,0.01%,0.15%,0.23%,0.11%,-0.18%,,0.02%,0.22%,,-0.01%,-0.01%,0.07%,-0.02%,-0.08%,0.01%,-0.11%,-0.41%,,0.02%,0.01%,0.09%,0.01%,0.14%,0.23%,0.11%,-0.18%,,0.02%,0.22%,,,,,0.01%,,,,-0.18%,,,,,-0.11%,0.09%,2.57%,-1.72%,3.08%,2.66%,6.46%,-1.02%,," 3,497,850,847 "," 2,794,593,323 "," 85,024,596 "," 618,232,928 ",  ," 8,406,676 "," 2,737,445 "," 3,386,044 "," 2,283,187 ",  ,9/19/2018,0.268%,9/19/2018,0.464%,9/19/2018,0.690%
9/20/2018,0.00116455%,-0.30%,-0.09%,2.35%,-1.99%,2.84%,2.36%,6.18%,-1.14%,,-0.18%,-0.27%,,0.05%,0.06%,0.03%,-0.02%,0.00%,-0.02%,-0.01%,0.15%,,0.06%,0.00%,,-0.01%,0.01%,-0.03%,-0.08%,0.00%,-0.02%,-0.01%,0.15%,,0.05%,0.06%,0.02%,-0.03%,0.00%,-0.02%,-0.01%,0.15%,,0.06%,0.00%,,,,,-0.02%,0.00%,-0.02%,-0.01%,,,,0.00%,,-0.12%,0.09%,2.54%,-1.80%,3.02%,2.64%,6.45%,-0.87%,," 3,497,585,024 "," 2,796,180,278 "," 83,378,116 "," 618,026,630 ",  ," 9,223,971 "," 4,324,401 "," 2,822,682 "," 2,076,889 ",  ,9/20/2018,0.263%,9/20/2018,0.463%,9/20/2018,0.684%
9/21/2018,0.00119108%,-0.23%,0.00%,2.39%,-2.01%,2.71%,2.19%,6.13%,-1.33%,,-0.07%,-0.42%,,0.07%,0.09%,0.04%,-0.02%,-0.13%,-0.17%,-0.05%,-0.19%,,0.11%,-0.15%,,-0.04%,-0.02%,-0.07%,-0.13%,0.02%,-0.02%,0.10%,-0.04%,,0.07%,0.09%,0.04%,-0.02%,-0.13%,-0.18%,-0.05%,-0.19%,,0.11%,-0.15%,,,,,-0.02%,-0.13%,-0.17%,-0.05%,-0.19%,,,-0.15%,,-0.16%,0.08%,2.46%,-1.93%,2.78%,2.61%,6.55%,-0.91%,," 3,556,779,775 "," 2,855,444,933 "," 83,408,092 "," 617,926,750 ",  ," 11,787,543 "," 6,957,877 "," 2,852,658 "," 1,977,008 ",  ,9/21/2018,0.261%,9/21/2018,0.466%,9/21/2018,0.684%
9/24/2018,0.00113076%,-0.39%,-0.16%,2.49%,-2.18%,2.77%,2.41%,5.96%,-1.35%,,-0.31%,-0.23%,,-0.16%,-0.17%,0.10%,-0.17%,0.06%,0.22%,-0.17%,-0.02%,,-0.24%,0.20%,,0.08%,0.07%,0.33%,0.06%,-0.13%,0.03%,-0.36%,-0.22%,,-0.16%,-0.17%,0.09%,-0.18%,0.06%,0.22%,-0.17%,-0.02%,,-0.24%,0.19%,,-0.16%,-0.17%,,-0.17%,,,-0.17%,-0.02%,,-0.24%,,,-0.08%,0.15%,2.80%,-1.87%,3.08%,2.64%,6.19%,-1.12%,," 3,551,051,147 "," 2,850,764,697 "," 83,448,141 "," 616,838,310 ",  ," 6,058,916 "," 2,277,641 "," 2,892,706 "," 888,568 ",  ,9/24/2018,0.265%,9/24/2018,0.471%,9/24/2018,0.685%
9/25/2018,0.00109348%,-0.60%,-0.34%,2.49%,-2.57%,2.86%,2.54%,6.11%,-1.62%,,-0.45%,-0.13%,,-0.21%,-0.18%,0.01%,-0.39%,0.09%,0.12%,0.15%,-0.27%,,-0.14%,0.10%,,-0.08%,-0.04%,0.14%,-0.25%,-0.01%,0.03%,0.05%,-0.37%,,-0.21%,-0.18%,0.01%,-0.39%,0.09%,0.12%,0.15%,-0.27%,,-0.14%,0.10%,,-0.21%,-0.18%,0.01%,-0.39%,,,,-0.27%,,-0.14%,,,-0.16%,0.10%,2.94%,-2.12%,3.31%,2.67%,6.24%,-1.49%,," 3,543,403,188 "," 2,845,661,492 "," 83,335,870 "," 614,405,826 ",  ," (1,589,044)"," (2,825,564)"," 2,780,436 "," (1,543,916)",  ,9/25/2018,0.274%,9/25/2018,0.478%,9/25/2018,0.685%
9/26/2018,0.00128767%,-0.57%,-0.31%,2.51%,-2.51%,2.82%,2.47%,6.14%,-1.74%,,-0.41%,-0.19%,,0.03%,0.03%,0.02%,0.06%,-0.04%,-0.07%,0.03%,-0.12%,,0.04%,-0.06%,,-0.01%,-0.01%,-0.02%,0.02%,0.02%,-0.01%,0.08%,-0.06%,,0.03%,0.03%,0.01%,0.06%,-0.04%,-0.07%,0.02%,-0.12%,,0.04%,-0.06%,,,,0.02%,,-0.04%,-0.07%,0.03%,-0.12%,,,-0.06%,,-0.16%,0.09%,2.92%,-2.10%,3.23%,2.66%,6.32%,-1.55%,," 3,544,268,452 "," 2,845,958,874 "," 83,648,510 "," 614,661,069 ",  ," (723,780)"," (2,528,182)"," 3,093,075 "," (1,288,673)",  ,9/26/2018,0.284%,9/26/2018,0.478%,9/26/2018,0.684%
9/27/2018,0.00141520%,-0.54%,-0.31%,2.59%,-2.39%,2.89%,2.61%,6.22%,-2.09%,,-0.46%,-0.10%,,0.03%,0.00%,0.08%,0.12%,0.07%,0.14%,0.09%,-0.35%,,-0.06%,0.08%,,0.08%,0.06%,0.14%,0.18%,-0.01%,0.06%,0.00%,-0.43%,,0.03%,0.00%,0.08%,0.12%,0.07%,0.14%,0.09%,-0.35%,,-0.06%,0.08%,,,0.00%,,,,,,-0.35%,,-0.06%,,,-0.08%,0.15%,3.05%,-1.93%,3.35%,2.71%,6.33%,-1.99%,," 3,545,784,769 "," 2,846,339,992 "," 83,962,436 "," 615,482,341 ",  ," 792,537 "," (2,147,063)"," 3,407,001 "," (467,401)",  ,9/27/2018,0.281%,9/27/2018,0.481%,9/27/2018,0.686%
9/28/2018,0.00135251%,-0.42%,-0.15%,2.72%,-2.45%,2.91%,2.54%,6.40%,-2.15%,,-0.27%,-0.07%,,0.12%,0.16%,0.13%,-0.07%,0.01%,-0.07%,0.17%,-0.06%,,0.19%,0.03%,,-0.07%,-0.03%,-0.06%,-0.26%,-0.02%,-0.10%,0.14%,-0.10%,,0.12%,0.16%,0.13%,-0.07%,0.01%,-0.07%,0.17%,-0.06%,,0.19%,0.03%,,,,,-0.07%,0.01%,-0.07%,,-0.06%,,,,,-0.15%,0.13%,3.00%,-2.18%,3.18%,2.61%,6.47%,-2.08%,," 3,534,505,879 "," 2,887,451,537 "," 32,205,198 "," 614,849,145 ",  ," 4,235,338 "," 1,497,376 "," 3,838,559 "," (1,100,597)",  ,9/28/2018,0.289%,9/28/2018,0.487%,9/28/2018,0.687%
9/30/2018,0.00135275%,-0.42%,-0.15%,2.72%,-2.45%,2.90%,2.49%,6.47%,-2.18%,,-0.27%,-0.17%,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.05%,0.07%,-0.03%,,0.00%,-0.10%,,0.00%,0.00%,0.00%,0.00%,0.10%,0.05%,0.18%,0.08%,,0.00%,0.00%,0.00%,0.00%,-0.01%,-0.05%,0.07%,-0.03%,,0.00%,-0.10%,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.05%,,-0.03%,,0.00%,-0.10%,,-0.15%,0.13%,3.00%,-2.18%,3.17%,2.67%,6.64%,-2.00%,," 3,534,505,879 "," 2,887,451,537 "," 32,205,198 "," 614,849,145 ",  ," 4,235,338 "," 1,497,376 "," 3,838,559 "," (1,100,597)",  ,9/30/2018,0.297%,9/30/2018,0.485%,9/30/2018,0.685%
10/1/2018,0.00137526%,-0.34%,-0.05%,2.74%,-2.45%,3.08%,2.66%,6.60%,-1.79%,,-0.26%,0.04%,,0.08%,0.09%,0.01%,0.00%,0.18%,0.17%,0.13%,0.39%,,0.01%,0.21%,,0.07%,0.08%,0.00%,-0.01%,-0.03%,-0.04%,-0.08%,0.17%,,0.08%,0.09%,0.01%,0.00%,0.18%,0.17%,0.13%,0.38%,,0.01%,0.21%,,,,0.01%,0.00%,,,,,,,,,-0.08%,0.21%,3.00%,-2.19%,3.34%,2.63%,6.56%,-1.83%,," 3,567,443,794 "," 2,889,774,935 "," 32,159,587 "," 645,509,271 ",  ," 6,445,731 "," 3,820,775 "," 3,792,948 "," (1,167,992)",  ,10/1/2018,0.297%,10/1/2018,0.489%,10/1/2018,0.688%
10/2/2018,0.00114727%,-0.21%,0.12%,2.73%,-2.46%,3.04%,2.51%,6.58%,-1.38%,,-0.10%,-0.05%,,0.14%,0.17%,-0.01%,-0.01%,-0.04%,-0.15%,-0.02%,0.41%,,0.16%,-0.09%,,-0.02%,0.01%,-0.17%,-0.17%,0.05%,-0.06%,0.07%,0.51%,,0.14%,0.17%,-0.01%,-0.01%,-0.04%,-0.15%,-0.02%,0.41%,,0.16%,-0.09%,,,,-0.01%,-0.01%,-0.04%,-0.15%,-0.02%,,,,-0.09%,,-0.10%,0.22%,2.83%,-2.36%,3.14%,2.57%,6.63%,-1.33%,," 3,571,739,531 "," 2,895,120,984 "," 32,352,678 "," 644,265,870 ",  ," 11,981,112 "," 9,166,823 "," 3,986,039 "," (1,171,751)",  ,10/2/2018,0.298%,10/2/2018,0.482%,10/2/2018,0.680%
10/3/2018,0.00114733%,-0.34%,-0.06%,2.71%,-2.39%,3.21%,2.70%,6.72%,-1.20%,,-0.25%,0.14%,,-0.14%,-0.18%,-0.02%,0.07%,0.17%,0.19%,0.14%,0.18%,,-0.15%,0.19%,,0.01%,-0.04%,0.13%,0.22%,-0.02%,-0.01%,-0.05%,-0.01%,,-0.14%,-0.18%,-0.02%,0.07%,0.17%,0.18%,0.14%,0.18%,,-0.15%,0.19%,,-0.14%,-0.18%,-0.02%,,,,,,,-0.15%,,,-0.09%,0.18%,2.95%,-2.15%,3.46%,2.56%,6.58%,-1.34%,," 3,533,460,323 "," 2,856,422,448 "," 32,296,396 "," 644,741,479 ",  ," 7,161,672 "," 3,928,056 "," 3,929,758 "," (696,141)",  ,10/3/2018,0.297%,10/3/2018,0.476%,10/3/2018,0.679%
10/4/2018,0.00094725%,-0.47%,-0.19%,2.34%,-2.48%,3.17%,2.67%,6.61%,-1.04%,,-0.48%,0.06%,,-0.13%,-0.13%,-0.36%,-0.09%,-0.04%,-0.03%,-0.12%,0.16%,,-0.23%,-0.07%,,0.11%,0.10%,-0.13%,0.14%,0.04%,0.05%,-0.04%,0.23%,,-0.13%,-0.13%,-0.36%,-0.09%,-0.04%,-0.03%,-0.12%,0.16%,,-0.23%,-0.08%,,-0.13%,-0.13%,-0.36%,-0.09%,-0.04%,-0.03%,-0.12%,,,-0.23%,-0.07%,,0.01%,0.29%,2.82%,-2.00%,3.65%,2.61%,6.54%,-1.10%,," 3,639,460,347 "," 2,995,290,947 ", -   ," 644,169,400 ",  ," 2,932,029 "," 265,677 "," 3,934,572 "," (1,268,220)",  ,10/4/2018,0.239%,10/4/2018,0.484%,10/4/2018,0.682%
10/5/2018,0.00115455%,-0.65%,-0.37%,2.34%,-2.67%,3.26%,2.86%,6.49%,-0.82%,,-0.55%,0.24%,,-0.18%,-0.18%,0.00%,-0.18%,0.09%,0.19%,-0.11%,0.22%,,-0.07%,0.17%,,-0.11%,-0.11%,0.07%,-0.12%,-0.08%,0.02%,-0.29%,0.05%,,-0.18%,-0.18%,0.00%,-0.19%,0.09%,0.19%,-0.11%,0.22%,,-0.07%,0.17%,,-0.18%,-0.18%,0.00%,-0.18%,,,-0.11%,,,-0.07%,,,-0.10%,0.18%,2.89%,-2.12%,3.81%,2.63%,6.26%,-1.05%,," 3,552,004,293 "," 2,908,854,577 ", -   ," 643,149,716 ",  ," (2,527,929)"," (4,174,598)"," 3,934,572 "," (2,287,904)",  ,10/5/2018,0.238%,10/5/2018,0.496%,10/5/2018,0.689%
10/8/2018,0.00137234%,-0.63%,-0.30%,2.34%,-2.89%,3.15%,2.82%,6.12%,-0.46%,,-0.44%,0.19%,,0.02%,0.07%,0.00%,-0.23%,-0.12%,-0.04%,-0.38%,0.35%,,0.10%,-0.05%,,-0.08%,-0.03%,-0.10%,-0.33%,-0.07%,0.00%,-0.33%,0.40%,,0.02%,0.07%,0.00%,-0.23%,-0.12%,-0.05%,-0.38%,0.35%,,0.10%,-0.05%,,,,0.00%,-0.23%,-0.12%,-0.04%,-0.38%,,,,-0.05%,,-0.18%,0.15%,2.79%,-2.45%,3.59%,2.63%,5.93%,-0.65%,," 3,553,200,237 "," 2,911,444,024 ", -   ," 641,756,213 ",  ," (1,331,985)"," (1,585,151)"," 3,934,572 "," (3,681,407)",  ,10/8/2018,0.257%,10/8/2018,0.500%,10/8/2018,0.692%
10/9/2018,0.00153420%,-0.67%,-0.32%,2.34%,-3.03%,3.10%,2.73%,6.02%,-0.13%,,-0.45%,0.18%,,-0.05%,-0.02%,0.00%,-0.14%,-0.05%,-0.09%,-0.10%,0.33%,,0.00%,-0.01%,,-0.04%,-0.02%,0.00%,-0.14%,-0.03%,-0.08%,-0.09%,0.35%,,-0.05%,-0.03%,0.00%,-0.14%,-0.05%,-0.09%,-0.10%,0.33%,,0.00%,-0.01%,,-0.05%,-0.02%,0.00%,-0.14%,-0.05%,-0.09%,-0.10%,,,0.00%,-0.01%,,-0.23%,0.12%,2.79%,-2.59%,3.55%,2.56%,5.84%,-0.30%,," 3,513,834,399 "," 2,873,097,541 ", -   ," 640,736,857 ",  ," (3,406,010)"," (2,639,819)"," 3,934,572 "," (4,700,763)",  ,10/9/2018,0.259%,10/9/2018,0.495%,10/9/2018,0.687%
10/10/2018,0.00135254%,-0.72%,-0.37%,2.34%,-3.09%,2.93%,2.61%,5.69%,-0.08%,,-0.52%,0.08%,,-0.05%,-0.04%,0.00%,-0.05%,-0.17%,-0.12%,-0.33%,0.05%,,-0.07%,-0.10%,,0.02%,0.03%,0.07%,0.01%,-0.08%,-0.02%,-0.23%,0.15%,,-0.05%,-0.04%,0.00%,-0.06%,-0.17%,-0.12%,-0.33%,0.05%,,-0.07%,-0.10%,,-0.05%,-0.04%,0.00%,-0.05%,-0.17%,-0.12%,-0.33%,,,-0.07%,-0.10%,,-0.20%,0.15%,2.86%,-2.57%,3.44%,2.53%,5.61%,-0.15%,," 3,512,649,763 "," 2,872,198,814 ", -   ," 640,450,948 ",  ," (4,590,646)"," (3,538,546)"," 3,934,572 "," (4,986,672)",  ,10/10/2018,0.258%,10/10/2018,0.495%,10/10/2018,0.686%
10/11/2018,0.00142820%,-0.71%,-0.31%,2.34%,-3.27%,2.85%,2.62%,5.55%,-0.40%,,-0.48%,0.10%,,0.01%,0.06%,0.00%,-0.18%,-0.08%,0.01%,-0.14%,-0.33%,,0.04%,0.02%,,-0.03%,0.02%,-0.04%,-0.22%,-0.09%,-0.01%,-0.15%,-0.35%,,0.01%,0.05%,0.00%,-0.18%,-0.08%,0.01%,-0.14%,-0.33%,,0.04%,0.02%,,0.01%,,0.00%,-0.18%,-0.08%,0.01%,-0.14%,-0.33%,,,,,-0.23%,0.17%,2.82%,-2.79%,3.33%,2.53%,5.46%,-0.50%,," 3,513,166,800 "," 2,873,890,086 ", -   ," 639,276,714 ",  ," (4,073,609)"," (1,847,275)"," 3,934,572 "," (6,160,906)",  ,10/11/2018,0.258%,10/11/2018,0.493%,10/11/2018,0.687%
10/12/2018,0.00145373%,-0.64%,-0.22%,2.34%,-3.30%,2.91%,2.75%,5.55%,-0.53%,,-0.41%,0.19%,,0.07%,0.09%,0.00%,-0.03%,0.06%,0.13%,0.00%,-0.12%,,0.07%,0.09%,,0.00%,0.03%,-0.07%,-0.09%,-0.03%,0.04%,-0.09%,-0.22%,,0.07%,0.09%,0.00%,-0.03%,0.06%,0.13%,0.00%,-0.12%,,0.07%,0.09%,,,,0.00%,-0.03%,,,0.00%,-0.12%,,,,,-0.23%,0.19%,2.75%,-2.89%,3.32%,2.56%,5.37%,-0.72%,," 3,515,640,195 "," 2,876,548,879 ", -   ," 639,091,315 ",  ," (1,600,214)"," 811,519 "," 3,934,572 "," (6,346,305)",  ,10/12/2018,0.254%,10/12/2018,0.492%,10/12/2018,0.687%
10/15/2018,0.00132734%,-0.62%,-0.19%,2.34%,-3.34%,2.95%,2.81%,5.59%,-0.54%,,-0.39%,0.25%,,0.01%,0.03%,0.00%,-0.04%,0.04%,0.05%,0.03%,-0.01%,,0.02%,0.06%,,-0.01%,0.01%,-0.02%,-0.06%,-0.02%,-0.01%,-0.03%,-0.07%,,0.01%,0.02%,0.00%,-0.05%,0.04%,0.05%,0.03%,-0.01%,,0.02%,0.06%,,0.01%,,0.00%,-0.04%,,,,-0.01%,,,,,-0.23%,0.20%,2.73%,-2.95%,3.34%,2.56%,5.34%,-0.78%,," 3,439,737,550 "," 2,800,878,310 ", -   ," 638,859,239 ",  ," (846,959)"," 1,796,850 "," 3,934,572 "," (6,578,381)",  ,10/15/2018,0.254%,10/15/2018,0.491%,10/15/2018,0.686%
